review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" January 7, 2024", United States ,5,Amazon Customer,Will keep ordering,This is great if you need to strengthen hair and nails. I've used these for years and have no complaints.
" January 11, 2024", United States ,5,ginsalrod,Seems to help my nails and hair.,I was losing my hair and my nails were thinning. Biotin seems to reverse the problem.
" December 26, 2023", United States ,5,Lynn,My favorite biotin,This manufacturer is wonderful. I’ve been using this product for about four years maybe five it’s very easy to take. It’s effective. It works well I take it at night and I love it.
" January 4, 2024", United States ,5,yanelis rojas,Excelente,"Excelente producto, muy bien embalado ligero"
" January 4, 2024", United States ,5,Pamela Y. Staples,Great,Just what I wanted
" December 31, 2023", United States ,5,Sarah Barnes,Came intact and on time.,Came intact and on time.
" December 21, 2023", United States ,4,Todd,Vitamins,A solid product for the money.
" December 31, 2023", United States ,5,A,Vitamin,It work
" December 31, 2023", United States ,5,Susie,Very friendly,Very friendly
" December 24, 2023", United States ,5,Vitalii,Good product,Hair started growing a little faster
" January 10, 2024", United States ,4,Solo_Fruit,Works well,"Play Video
 Definitely good for hair and skin and nails. I’ve seen the difference since taking it every day and I definitely recommend I’ve been taking it for a while now."
" December 24, 2023", United States ,5,Paula S,Product,Great vitamin
" December 11, 2023", United States ,4,Lemieux,price,good product great price
" December 7, 2023", United States ,5,jackie,Change in appearance.,I too noticed the change in appearance. Maybe corporate can answer this for us. I have been taking them without an issue so far.
" November 5, 2023", United States ,5,Banana milk,works great,"i’ve been taking it for a couple months now and I’ve been recording my hair process. My hair has grown at least 8 inches over the past four months and a half usually takes less than that but I stopped for a while but I started taking them again. They don’t taste funny and I have a hard time swallowing pills, but these are great because they’re kind of on the small side. There is also the gummy alternative, which is not too bad. Also, it’s good for a prize to help your hair grow."
" December 15, 2023", United States ,5,Celine,Love this,I love this product! It makes my nails strong!
" December 9, 2023", United States ,5,Mireya T.,La vitamina de la belleza,Un suplemento que no puede falta. Constancia y excelentes resultados en la piel y cabello
" January 9, 2024", United States ,5,João de Paula,It helps your hair growth," I take one pill every morning after eating breakfast, I feel like it helped my hair growth, but obviously you see the difference after taking it for months. I recommend this supplement for everyone who wants to see good improvements in their hair."
" December 9, 2023", United States ,5,Paul T.,Small pill,Product is great my hair and nails never looked better
" November 25, 2023", United States ,5,Dominic Martinez,"Bought twice, great as always","I take these daily and it definitely improves hair growth and nail strength. I have been using them for about a full year now, and have only bought 2 bottles total. Great quality, and definitely good for the price."
" December 16, 2023", United States ,5,Stormi Deer-Hall,Good,Works
" November 29, 2023", United States ,5,Bahareh Gholinejad Pirbazari,Amazing,"After taking the biotin caplets for a month, there was nothing left of my damaged nails, no cracks at all."
" November 15, 2023", United States ,4,Deborah H.,I THINK it’s working,I need more time to determine product’s efficacy
" December 3, 2023", United States ,5,slange,❤️,My nails and hair are out of control! Made a world of difference.
" November 12, 2023", United States ,5,Senga,Hasn’t broken me out,"Unlike other products by other brands, this hasn’t broken me out. Yeeyyy!!! I don’t take it every day, I take it every other day and I am looking to grow up thinning edges… too early to tell if it’s helping with that."
" December 1, 2023", United States ,5,LEOLA IIDA,Not dissolve,"Does not work on me. Does not dissolve, passes through my body whole."
" December 9, 2023", United States ,5,Amazon Customer,great purchase,great purchase
" November 30, 2023", United States ,5,Pegasus,The color changed,They are now pale yellow instead of white. Is this normal. Did natures bounty change the color?
" December 8, 2023", United States ,5,Elizabeth Deak,must have,good product
" December 9, 2023", United States ,5,Priscilla Brewer,Hair growth ✨️,No complaints
" October 25, 2023", United States ,5,Kara,Almost too good!,"I've been taking this biotin supplement since March. After about 6 months of use, I realized that I haven't had a cracked or split nail in months. I've had weak, peeling, breakable nails my entire life. Now my nails are so strong that they practically feel reinforced. I'm even dealing with a surprise side effect; I move a lot in my sleep and I've accidentally scratched my face a couple of times with my new, super-strong nails!"
" October 14, 2023", United States ,5,Shelly,Love this biotin,"I have been using nature's bounty biotin for over 8 years. I love how it makes my nails and hair grow fast. I recently reordered and received the product with a yellow-ish gel cap color. In the past, it used to be a solid white gel cap. I called the company and spoke with a representative from nature's bounty. She advised that the gel cap is now a translucent yellow . They changed it from the solid white. I was very concerned thinking that the product had spoiled in transit as the Amazon trucks can be very hot

I highly recommend taking this. Please note you will see results with consistent use."
" November 11, 2023", United States ,4,Amazon Customer,Very good vitamin for healthy hair,Really does make your hair grow
" November 28, 2023", United States ,5,Deborah Wycoff,Came in secure bottle.,I’m using this product to help with my nails.
" January 13, 2024", United States ,5,Francisca marten,El mejor!!!,"Play Video
 Compré dos frascos en oferta y me llegó uno de regalo gracias"
" October 22, 2023", United States ,5,CJB,"Seems to work, on brittle nails at least","I started taking it because it seemed to fit my current problems and stopped for a while when I doubted it was doing any good. Shortly thereafter my fingernails were breaking up like crazy, so now I'm a believer.
I don't know whether one is supposed to chew them or swallow whole.

after"
" December 2, 2023", United States ,5,Edna scott,Great,Awsome
" November 17, 2023", United States ,5,BJR,Helped my nails,"My nails seem stronger (along with the other health benefits), and these gels are easy to swallow."
" August 1, 2023", United States ,4,"Just, like, my opinion man",The jury's still out.,"To my horror, my hair started falling out after having to take two courses of prednisone for an inflamatory condition/flare-up. I've always had LOTS of hair, but now have to do a comb-over to cover the almost-bald spots on my scalp. After finishing a full bottle of this product, I can't say there is a noticeable difference. My nails remain the same as ever, and I can't tell if there is significant hair regrowth where I need it. On the plus side, I haven't lost any more hair. Will try one more bottle of this stuff to see if it helps. If not, the next step
is minoxodil."
" November 27, 2023", United States ,5,Sany Verryan Siswanto,Biotin,It works
" September 28, 2023", United States ,4,vanity riley,Count your pills,"They came very fast, however I always count my vitamins or gummies just to make sure they are the right count. And the bottle said 120 pills but I only had 118."
" November 25, 2023", United States ,5,Guantes para los pies,Se siente bien,Es para mejorar uñas y cabello
" August 24, 2023", United States ,5,Shivani Ganesasankar,HOLY GRAIL,"You guys...run and buy this ASAP!! So backstory, I randomly got diagnosed with Alopecia in January of this year. I'm an otherwise healthy 20 year old, so you would understand my shock when I found out I was losing chunks of my hair and there wasn't much I could do besides see my dermatologist and try some hair growth remedies. I tried biotin shampoos, didn't seem to work. I tried putting oil in my hair, too messy BUT it did make my hair sleek. I took my prescribed meds + these biotin supplements and YOU GUYS..my hair is pretty much all grown back and my nails grew so much faster and stronger! Not sure how well it works on skin since I already have clear skin, but I've read some positive things about it helping with that too. I completely recommend these supplements!! I know I'll be buying more, don't say I didn't put you on."
" September 4, 2023", United States ,5,Philip Ho,"Good Value, No Mess and No Toil for Hair Enhancement","I was skeptical about hair enhancement products even though I had been looking for effective solutions since I am losing hair. I did not want to try spray or rub-on products because they tend to be messy and requires effort to use. Some products are also quite expensive. I decided to give these Biotin capsules a try. I have been taking them 4 times a week for 6 months now. Two results are very noticeable: some new, thin, black hair have grown, especially around my forehead, and surprisingly, in my eyebrows too; my finger and toe tails have been growing faster, so my black toenails from hiking are now replaced with healthy ones. These Biotin capsules are inexpensive and requires no effort other than opening my mouth. As long as you keep proper expectations, you will be satisfied with this product."
" November 20, 2023", United States ,5,Erisleydi Marcano,Excelente inversión,"Aún las estoy tomando, espero ver resultados pronto."
" October 27, 2023", United States ,5,Rev. Day,Product stuck together and has a foul odor.,"I received this earlier than needed, and waited to open it, so I can't return it. Even though I didn't see any package damage moisture must have gotten in and caused the vitamins to fuse together and give off a foul odor. What a waste of money and time."
" September 24, 2023", United States ,4,Hilda Suazo,It works for my nails,"I noticed the difference in my nails after 2 months, started growing and didn't crash as easy as it used to be"
" November 6, 2023", United States ,5,Stephie,I really believe in Biotin,Biotin helps the nails stay strong and with hair strength and growth. I found this Biotin product to be very easy to swallow and gives great results with my nails and hair.
" October 20, 2023", United States ,4,Amazon Customer,Use daily,Use this daily. Good buy. Part of my daily vitamins.
" November 13, 2023", United States ,5,Aleiah Hall,Perfect condition,Did exactly what it was supposed to do
" November 12, 2023", United States ,5,T,Works great.,"If you want your beard or fingernails to grow faster, this works."
" October 25, 2023", United States ,5,M,Good product,"Good quality product. Some people complain about pills being stuck together, I live in the desert and mine come stuck together…stick them in the refrigerator for a couple of hours then shake the bottle, they all become unstuck."
" September 19, 2023", United States ,4,Jessica Fought,Great product,I took this for 2 months and noticed no change. Fast shipping
" October 10, 2023", United States ,5,Payton,Exactly like the picture,"I have fraile, short nails and it helped strengthen and lengthen them. I really didn't see a big difference with my skin or hair, but I am also terrible with remembering to take vitamins. I can for sure recommend using these for nails, as I did see progress with mine."
" September 20, 2023", United States ,4,HS,Good biotin by NB,Like it overall and got it in a deal
" October 4, 2023", United States ,4,Mesa Spa,Good,"I have been taking this for years, seems helping"
" September 18, 2023", United States ,5,Amazon Customer,POSTPARTUM HAIRLOSS,"if your like me & started suffering pp hair loss around 4 months i HIGHLY recommend these ! i’ve been taking them since september 2nd once a day consistently and the new growth im already seeing is amazing to me , i had bald spots on the temples of my hairline & showed drastically when i put my hair up . i don’t take anything else with them other than a postnatal vitamin but you can also take just a regular multivitamin on top of it"
" August 26, 2023", United States ,4,Bill Reiner,It works!,"Pros: Definitely noticed growth in hair and nails; and hair, nails and skin looked healthier. Cons: trimmed nails more frequently and hair all over grows longer."
" November 7, 2023", United States ,5,SHERI BOOKER,Biotin,This helps with hair and nails
" October 30, 2023", United States ,5,Jennifer Maynard,Did not arrive in good condition,Tho they were still usable. The capsules were melted together and cloudy.
" November 1, 2023", United States ,5,Regania Richards,"skin, hair, and nails","This is great for my skin, hair, and nails. 5 Stars 🌟🌟🌟🌟🌟👍🏽🥰"
" October 7, 2023", United States ,5,Pearly Gates,"Natures Bounty, Biotin 10,000 mcg","I like the Natures Bounty, Biotin 10,000 mcg. It is just the right dosage I need. The amount is 120 rapid release softgels. With 3 bottles with 120 rapid release softgels is a a excellent quantity for me."
" May 13, 2020", United States ,4,JANS reviews,Hair is actually growing,"so for last year my son was experiencing hair thinning and even hair loss around the crown area. It was very severe and after ignoring the issue for several months with the hope it would grow back I felt I had to take matters into my own hands as I feel that it's causing him self esteem issues. My son is 16 years old. Typical teen, fairly healthy, does not eat well, has not been drinking water. We took him for his annual check-up. Doc said he was fine but if we wanted to he could go and have blood test to see if there's a thyroid issue (we still have to do this). Anyway fast forward six months. A few months ago we bought the hair max laser device and biotin gummies. He uses device sporadically even though I constantly hound him and offer to do it for him. We didn't really see much of a difference. He took gummies but again sporadic at best. So now we are under quarantine. Hubby felt we should go chemical route. I said absolutely not. He's still young and developing. I decided let's change things up a bit. Starting with his meals I am trying to introduce more biotin rich food - Typical breakfast is omelette with mushrooms and yellow bell peppers. Snack is handful of walnuts. Smoothie consisting of banana, strawberries, and handful of spinach. Several glasses of water per day. Couple of times a week I give him juice (carrots, apples and celery). Normal lunch and dinner but also trying to introduce different fruit and vegetables each day. He's actually enjoying most of the food that I've given him. I've also added these biotin pills and still hounding him to do hair max. Within one week we saw a difference. It really is a miracle but still a work in process. He forgets to drink water. He is on board with the food. He's really trying with veggies. Not a fan of juices but loves the smoothies. Not sure what has contributed to hair growth. Maybe a combo of all of this. I also wanted to massage his scalp but he won't let me. I hope this helps you. Don't give up. Definitely revamp diet."
" November 3, 2023", United States ,5,jessica p.,Great product !,Works great and not a bad taste !
" November 3, 2023", United States ,5,Familia,Used for hair loss,My hair is growing back using this biotin.
" October 9, 2023", United States ,5,Corbin Lopez,Stack it with other products,"This product on its on will work but if you wanna see some real results, then stack it with Minoxidil, a biotin hair shampoo & Conditioner (I used PuraDor) abd grab yourself a Satin pillow case! All together is the recipe for hair growth!"
" August 9, 2023", United States ,5,FireIsland,Biotin has a new color which is stated on the label & they're made of gelatin so they clump,"I have been using these pills for over a year. It can take several months to see those whispy little ends that signify new growth to show up. I also bought the Defeel Biotin kit. The shampoo is amazing. I lost 1/3 to 1/2 of my hair after Covid and massive clots two years ago and now my hair is thicker than ever. My hairdresser has been noting the improvement over the last two years. In fact, I even bought her the Biotin kit of 7 essentials. It's the best by Defeel Co."
" January 7, 2024", United States ,3,Greg K,supplement,does as described
" July 20, 2023", United States ,5,Mary R.,⭐️⭐️⭐️⭐️⭐️ (5 Stars) Nature’s Bounty Biotin Softgels,"⭐️⭐️⭐️⭐️⭐️ (5 Stars)
Nature’s Bounty Biotin has been a game-changer for my hair, skin, and nails. With 10,000 mcg, it provides excellent support for their health. The rapid-release softgels are easy to take, and I noticed visible improvements in a short time. A fantastic supplement for natural beauty enhancement! Highly recommended.

𝐑𝐞𝐯𝐢𝐞𝐰 𝐜𝐫𝐢𝐭𝐞𝐫𝐢𝐚
⭐️ (1 Star: Poor product, (𝐰𝐨𝐮𝐥𝐝𝐧'𝐭 𝐫𝐞𝐜𝐨𝐦𝐦𝐞𝐧𝐝 𝐭𝐨 𝐛𝐮𝐲))

⭐️⭐️ (2 Stars: Average performance, disappointing product. (𝐰𝐨𝐮𝐥𝐝𝐧'𝐭 𝐫𝐞𝐜𝐨𝐦𝐦𝐞𝐧𝐝 𝐭𝐨 𝐛𝐮𝐲)

⭐️⭐️⭐️ (3 Stars: Average product, satisfactory performance)

⭐️⭐️⭐️⭐️ (4 Stars: Good product with minor flaws (𝐛𝐮𝐭 𝐰𝐨𝐮𝐥𝐝 𝐫𝐞𝐜𝐨𝐦𝐦𝐞𝐧𝐝 𝐭𝐨 𝐛𝐮𝐲)

⭐️⭐️⭐️⭐️⭐️ (5 Stars: Excellent product, meets all criteria and performs as advertised (𝐰𝐨𝐮𝐥𝐝 𝐫𝐞𝐜𝐨𝐦𝐦𝐞𝐧𝐝 𝐭𝐨 𝐛𝐮𝐲)"
" August 13, 2023", United States ,5,amerie,hair loss and skin health,"This is my hair loss before taking biotin and collagen, and my hair loss only TWO WEEKS after taking it daily. My hair is fine, and so it tangles easily and i lose a lot of it when im showering or brushing it. Biotin and collage have seriously helped with the loss, and also my skins health. I also have a 10 step skin care routine, but the supplements have made it more even and improved the elasticity of it. I definitely recommend this product!! Ive been telling all of the people I know about it too!!!"
" July 28, 2023", United States ,4,Ysma,It works growing nails,"I've been using this product for a few weeks inconsistencelly, but I realize that my fingernails and footnails grown more quickly and stronger, kinda hard, I think it's a good product in general to help our skins, hair and nails. Easy to swallow"
" December 10, 2023", United States ,3,Wendy Royce,Not sure yet,I started taking Biotin to help my nails. I haven't seen much improvement yet. I will take it a little longer and see if my nails improve at all.
" March 14, 2022", United States ,4,Briayanah Sparks,So far so good.,"Back Story:
I'm definitely gonna be updating this when I get my hair pressed and trimmed but, the picture 📸 attached is my hair exactly 11 weeks ago before the biotin. I started this hair growth challenge against my mom and we are in a competition.

I got this dosage as a recommendation from the hair stylist that kicked off our race (Giving us our starting press &trim).
Initial Reaction:
I'm actually very pleased with the changes i have noticed so far and can't wait to see if I'll gain more benefits or hit a plateau.

The pill is super small and way easy to swallow. I'm not a fan of the smell but, it isn't strong at all. It's extremely faint. A normal person would have to stick their nose in the bottle to be able to smell it. I'm just very sensitive to smells. I have never actually tasted it (i generally keep any pills in between my teeth then swallow it down with water to avoid tasting it just in case it's an unsavory taste) so, I wouldn't be able to describe a flavor.

Now I know my hair has grown since then. My hair is not much thicker (still only been 11 weeks so we will see) but, definitely noticeably longer. Even my nails aren't as brittle and don't break off nearly as often. I know this because, I check my nails on a regular basis and will even do a bend test to check their durability.

I haven't noticed much of a difference in skin but being as though I only started taking it for hair growth. Im not really looking for a change in that department but, I'll keep taking it and see what happens.

Until Next time (typed on 03/14/2022)..."
" November 3, 2023", United States ,5,Michael Temple,Efficient,"Very efficient, good value"
" June 19, 2023", United States ,5,PR HUNTER,Bad Batch??? NO!!!,"If you order this product, please note that after contacting Nature's Bounty directly, after receiving a replacement from Amazon with same color as ordered; I have been informed that the color change is because of a ""reformulation"" of the softgel. In other words, they had to make a revision to the ingredients, and that is why there was a color change. It is still the same great product it has been for many years, as well as Nature's Bounty reputation. So glad I researched this...not only for my peace of mind, but for other consumers and Amazon. Of course, this has nothing to do with Amazon as they are just the middle person. Bottles have no tamper evidence at all! Thank you Amazon and Nature's Bounty. Pls note picture with NEW COLOR"
" April 27, 2023", United States ,5,Amazon Customer,Easy to swallow,"MY UPDATED REVIEW: Its now been just over 3-months since I started taking this & I am SOOO happy as 1-WEEK ago I have noticed a significant favorable change in my hair growth. Not only do I see baby hairs sprouting along my hairline but they are GRAY which proves that this product indeed works! I color my hair & haven't had to do my facial hairline because there wasn't any regrowth for at least 8-months & after showering I couldn't believe how much hair I was loosing in this area. NOW just the normal (few) amount is on the shower floor! I'm 78 y/o & my hair has always been my crowning glory, so when I started loosing it noticeably I became devastated. Don't bother with all the shampoo hair growth products until you take & give Biotin a chance. I'm taking 10k mcg daily which I checked with my doctor first for approval. NO problems, NO side effects, just good results!"
" July 7, 2023", United States ,4,RPG and GST,"Not sure of benefits claimed, but recommended by friends & doctor","Since taking this for a couple of years I thought I had a return of some eyelashes and less hair loss post menopause. It may also be that my nails are stronger. The differences are subtle, and not as dramatic as some friends report, but better something than nothing. Tiny gel capsules, easy to swallow, no flavor."
" September 15, 2023", United States ,5,Reality A.,the very best biotin for your body,"beautiful hair and nails are guaranteed when you take this supplement. I started taking it several years ago and now I can tell you that my hair is long and lustrous and my nails always look gorgeous long and strong without any extra effort, other than taking this pill; in my daily vitamin regimen. this brand works great. best price I've found is here on Amazon"
" October 3, 2023", United States ,5,Kendra,Biotin helps my Hair,I am a huge fan of biotin. I can tell a major difference in my hair and nails when I take this supplement. Overall I recommend it to anyone and everyone!
" August 24, 2023", United States ,5,Janto2,OMG! Hair thinning!,"Took this for years, along with a handful of complimentary vitamins, but it really didn't help to grow any hair back...except maybe on my legs and lady chin. However, it very well could have helped keep in the hair I do have. I have switched to an all-in-one vitamin, so if it don't grow on top, maybe my beard will grow long enough to style on top of my head!"
" October 4, 2023", United States ,5,Debra R,Works well,Been taking these every day for years. I barely lose any hair after I wash it. You Must give them time!! Eventually they kick in & I highly recommend.
" June 5, 2023", United States ,5,John Shannonhouse,"This works, but takes time","My fingernails began breaking and cracking really frequently some time after I finished cancer treatment. I assume there must be some connection.

Looking at the nails before use, you could see the nails were a bit reddish with lots of grooves where cracks and breaks could develop. I ordered these. As the nails grew out, the color became more normal from the bottom up. There was still significant breaking as the bad part of the nails grew out, but you could see the healthy are drowning towards the top. The last of the bad area is currently finishing, there is less breakage, and ai can see the final result of normal healthy nails."
" October 26, 2023", United States ,5,JessicaH,Works,Works great for my hair
" October 18, 2023", United States ,5,Di,Excellent product,There was one spot where my hair was very thin. After several weeks the growth thickened.l
" August 16, 2023", United States ,5,Alycia Lykins,Hair Growth Magic !,My hair grows an 1/2 inch or more a month when taking this every day. I’ve taken this for years. A year ago I had a bad bleach incident and lost inches… I started taking this right after and my hair grew back long and stronger than before and it only proved that it actually works!
" January 15, 2023", United States ,4,Sandra H.,Works Great for Some People,"This supplement works great for my husband who is almost 70 and he noticed that his hair, especially eyebrows are returning to their brown color. He hasn’t noticed that his hair is any thicker (which is the primary reason we purchased this product) but he’s very happy that his gray hair seems to be darkening. I tried the supplement for about two weeks and started having stomach issues (which I later read is a side effect for some people). He has never had any stomach sensitivity so he’s going to continue using it. I noticed that the average amount of biotin is typically 1000-5000 mg so at 10,000 mags, this is definitely a mega dose. I was hoping to improve my skin and nails, so I may find one to try at a small dose that will not cause stomach upset."
" August 10, 2023", United States ,4,Mabel Portorreal,Bueno,Me gustó
" July 24, 2023", United States ,4,Timany,Amazing,"After taking these vitamins, I felt a significant acceleration in the growth of nails and an increase in hair (small black hair on the shoulders)🤣"
" September 3, 2023", United States ,5,Elona,Didn’t think it would work,"I am pleasantly surprised as to how much more my hair is growing, also my skin has improved in quality . So much less breakout after the first week and now it’s basically cleared up my skin all of the way:) I take one capsule every morning"
" September 28, 2023", United States ,5,Irene K,Natures Bounty Biotin is a great product,"I’ve been taking Biotin for hair and nails for years and I’m very happy with Natures bounty 10,000 mcg"
" January 16, 2024", United States ,5,Leroy Daviston,Read the bottle,"I have read reviews about the color change, and people are complaining about it, if you read the bottle upper corner it clearly states new color same product, please read people! Otherwise good product!!"
" January 14, 2024", United States ,1,Deja,Disappointed,I subscribed this Biotin supplement for almost 2 years. I received the latest shipment with two different color of pills in the same bottle. Although it will expire in 2025. I feel uncomfortable to take it. I am not sure why it came in two different colors with no explanation attached.
" January 13, 2024", United States ,5,Francisca marten,El mejor!!!, Compré dos frascos en oferta y me llegó uno de regalo gracias
" January 11, 2024", United States ,5,ginsalrod,Seems to help my nails and hair.,I was losing my hair and my nails were thinning. Biotin seems to reverse the problem.
" January 10, 2024", United States ,4,Solo_Fruit,Works well, Definitely good for hair and skin and nails. I’ve seen the difference since taking it every day and I definitely recommend I’ve been taking it for a while now.
" January 9, 2024", United States ,5,João de Paula,It helps your hair growth," I take one pill every morning after eating breakfast, I feel like it helped my hair growth, but obviously you see the difference after taking it for months. I recommend this supplement for everyone who wants to see good improvements in their hair."
" January 8, 2024", United States ,5,PTR,Okay,No miracles but I sure can tell if I stop taking it… my nails will start flaking and peeling off within a month or two.
" January 7, 2024", United States ,5,Amazon Customer,Will keep ordering,This is great if you need to strengthen hair and nails. I've used these for years and have no complaints.
" January 7, 2024", United States ,3,Greg K,supplement,does as described
" January 7, 2024", United States ,5,Sierra Lyman,The price went up.,It works to restore thinning hair.
" January 5, 2024", United States ,1,Mona,Biotin supplement smells horrible and having trouble returning this item.,There is a horrible smell that is coming from the bottle. I need to return this product and for some reason nature bounty said it was Amazon that was supposed to be taken care of it.
" January 5, 2024", United States ,5,Donna Patterson,Helps my hair and nails,I love that these are soft gels because I think it makes them more absorbable. I can really tell a difference in my hair growth and nail conditions. I highly recommend this product.
" January 4, 2024", United States ,5,Molly,It’s fine,Not life chainging or enything but woorks nice you have gota take it for a long ass time tho to help with the straingrh of your haire and nailes
" January 4, 2024", United States ,5,yanelis rojas,Excelente,"Excelente producto, muy bien embalado ligero"
" January 4, 2024", United States ,1,Elizabeth,Recipe was changed,Buyers beware!!!! This product now contains soybean oil.
" January 4, 2024", United States ,5,Pamela Y. Staples,Great,Just what I wanted
" January 4, 2024", United States ,2,Lori,Not white as usual yellow color,"I ordered the 3 pack twice the first shipment I returned because they were yellow and stuck together from heat.
The second shipment were also yellowed caps which normally come white capsules. I gave up !"
" January 2, 2024", United States ,5,dolores macias-cha,Good value,I've taken biotin for yrs. Started purchasing on Amazon due to better price & ease of auto delivery. I believe this product has improved the quality & texture of my hair plus the thickness has increased.
