review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" November 23, 2023", United States ,5,Kevin A,Great product,"I buy these when I run out of vitamin D supplement. Good product, great brand with good quality control. Would recommend."
" November 6, 2023", United States ,4,Janice B.,As described fast delivery,"1/2 the price of Walgreens
I can't rate quality because I just started taking them so I give 4 stars for getting them fast and economical"
" November 26, 2023", United States ,5,Georjean S.,It arrived on time and in good condition.,I have taken D3 before and think it helped so I am now buying these. They taste OK.
" December 10, 2023", United States ,5,Cynthia Davis,Great,They work great
" December 6, 2023", United States ,5,Oz,Real D3,Love the quality of this vitamin.
" November 29, 2023", United States ,5,Jill,Easy to take small gel cap,"I can easily take two of these to get my 10,000 d. This is my favorite brand."
" December 9, 2023", United States ,5,alfredo,good,I like they are easy to swallow
" December 3, 2023", United States ,5,AprilRain,Must Buy,Totally love this product!
" November 21, 2012", United States ,5,Marsha Lynne,Vitamin D-3,"itamin D3 deficiency is common in older adults and has been implicated in psychiatric and neurologic disorders. For example, in one study of 80 older adults (40 with mild Alzheimer’s disease and 40 nondemented persons), Vitamin D3 deficiency was associated with low mood and with impairment on two of four measures of cognitive performance.6

Back Pain

Musculoskeletal disorders have been linked to Vitamin D3 deficiency in a number of studies. One of the newest studies explored the role that low Vitamin D3 levels play in the development of chronic low back pain in women. Sixty female patients in Egypt complaining of low back pain lasting more than three months were studied. Researchers measured levels of Vitamin D3 in the women with low back pain and compared those levels to those of 20 matched healthy controls.

The study revealed that patients with low back pain had significantly lower Vitamin D3 levels than controls. Low Vitamin D3 levels (25 OHD < 40 ng/ml) were found in 49/60 patients (81 percent) and 12/20 (60 percent) of controls.7

Bone Health

One of the best known and long-established benefits of Vitamin D3 is its ability to improve bone health and the health of the musculoskeletal system. It is well documented that Vitamin D3 deficiency causes osteopenia, precipitates and exacerbates osteoporosis, causes a painful bone disease known as osteomalacia, and exacerbates muscle weakness, which increases the risk of falls and fractures. Vitamin D3 insufficiency may alter the regulatory mechanisms of parathyroid hormone (PTH) and cause a secondary hyperparathyroidism that increases the risk of osteoporosis and fractures.8

Cognitive Enhancement

Scientists are developing a greater appreciation for Vitamin D3’s ability to improve cognition. In a recent study, Vitamin D3 deficient subjects scored worse on mental function tests compared to individuals who had higher levels of the Vitamin.9 The researchers wrote, “In conclusion, the positive, significant correlation between serum 25(OH)D concentration and MMSE [mental state examination scores] in these patients suggests a potential role for Vitamin D in cognitive function of older adults.”

Immunity

Scientists have linked various aspects of immune health to a Vitamin D3 deficiency. Vitamin D3 regulates T cells, which are important to the functioning of a strong immune system. Vitamin D3 acts as an immune system modulator, preventing excessive expression of inflammatory cytokines and increasing the killing efficiency of macrophages. In addition, it dramatically stimulates the expression of potent anti-microbial peptides, which exist in immune system cells such as neutrophils, monocytes, natural killer cells, and in cells lining the respiratory tract. These Vitamin-D3-stimulated peptides play a major role in protecting the lung from infection.13

In addition, Vitamin D3 deficiency may influence development and progression of various autoimmune diseases.14

Multi-Talented Nutrient

Vitamin D3 deficiency has been linked to a host of other conditions such as high blood pressure, fibromyalgia, diabetes, multiple sclerosis, rheumatoid arthritis, and an increased risk of pre-eclampsia and insulin resistance during pregnancy.11,15-16 Most recently, low Vitamin D3 levels have been linked to an increased prevalence of early age-related macular degeneration.17

Proper Dosage

In many of my patients, even after consuming 2,000 to 4,000 IU of Vitamin D3 per day, their test results indicate that their Vitamin D3 levels have not increased. These patients needed to consume 8,000 IU of Vitamin D3 per day to achieve proper blood levels of the Vitamin. Patients should, therefore, have their physicians test their serum 1,25-dihyroxy D3 levels to determine the proper level of supplementation required. Testing is very important due to the fact that, in a small number of patients, Vitamin D3 supplementation can raise calcium levels to an excessively high level. I have found this to be especially true in African American patients. Testing for 1,25-dihyroxy Vitamin D3, PTH and calcium blood levels should therefore become a part of every woman’s regular blood work.

Conclusion

A growing number of researchers who have widely studied Vitamin D3 are almost begging the general public to consume more of this important nutrient. Due to Vitamin D3’s high safety profile in doses up to 10,000 IU per day and because of the wide role it plays in our health, consuming 2,000 to 4,000 IU per day of this nutrient at times of the year when sunlight is scarce is a prudent way to improve overall health."
" December 7, 2023", United States ,5,M. Smith,Easy to swallow,Good size
" November 28, 2023", United States ,5,janet Mac murdo,good product,purchased for my elderly mom as Daily vitamin supplements
" November 24, 2023", United States ,5,xjimmyloudx,Good supplement at a good price,I think it’s improving my mood.
" November 19, 2023", United States ,5,backtoback9698,Easy to swallow,Easy to swallow. Will let you know results in 30 years. Seems to work.
" October 15, 2023", United States ,4,Raphael,"These seem to work, you can buy them cheaper in the store","They seem to work, easy to swallow. No more pain in my legs. The other day I saw the same brand and exact same bottle at the 99 cent store lol for $2.99 or 3.99. Will buy it there next time. I don’t like paying triple the price for something"
" September 29, 2023", United States ,4,Amazon Customer,DESIGN ANNOYING,"1.Can't read the expiration date on the bottom of bottle because their embedded triangular shaped type of logo is covering it. Annoyed.
2.The cap is one which is attached and can’t be removed. When opened, it interferes with taking pills out because it keeps flipping up, won't stay open. Very cheaply made. Now I am more annoyed."
" November 23, 2023", United States ,5,Jill W.,Clean vitamins,Clean product. No bad oils!
" November 15, 2023", United States ,5,Claudia Tejada,Excelente,"Me llegó súper rápido, son fácil de consumir y ayudan un montón"
" November 11, 2017", United States ,5,MD,Because the MK-7 from Natto makes me itch like crazy and makes me feel sick,"It seems that 1,000 IU of vitamin D3 will raise your blood levels by 5 ng/mL. At least in my case.

My Vitamin D level was 18 ng/mL. I took 20,000 UI of Vitamin D for 2 weeks and then I increase it to 40,000 UI for 4 weeks and my levels went up to 136.3 ng/mL. The reference range for Vitamin D is 30-80 ng/mL (this is the normal-range lower and upper limits) so my levels were HIGH. An increase of about 3 ng/mL per 1,000 UI of Vitamin D supplementation in a very short period of time so if I took it for longer (8 weeks) I will guess it will be a lot higher. I took that much because I am supposed to not be able to absorb it because I am supposedly not generation enough stomach acid and taking ursodiol which affects the absorption of fat soluble vitamins, I was wrong…

When I was taking a supplement with 2,000 UI of Vitamin D my level was 30 ng/mL when I stopped taking it my level went down to 18 ng/mL. An increase of about 5 ng/mL per 1,000 UI

I want to be at 70 ng/mL (which is the hight end of the optimal level) because I have autoimmune thyroid disease and autoimmune gastritis. So to go from 18 ng/mL to 70 ng/mL (raise my levels by 50), I should have taken 10,000 IU of Vitamin D and not 40,000 IU as I did.

Just in case you did not know, the Vitamin D (cholecalciferol) you take is converted by the liver into calcifediol (a prehormone) also know as 25-hydroxyvitamin D. This is the substance that is measure when you take a vitamin D test. So if your liver is not working properly or you are taking medicines that affect the liver your absorption will vary. After it is converted by the liver, it then needs to be converted to the active form our body can use and this is done by the kidneys. The active form is called calcitriol. So again if you kidneys are not working well, your blood levels might be high but you are in reality still deficient because your kidneys can’t convert it to the active form. There is a test to measure calcitriol too but is not given often.

I am going to start taking 10,000 UI now along with Vitamin K2 but I will wait 10 days as my levels are too high now.

Vitamin K2 is a must if you are going to maintain your vitamin-D Levels in the high end of the optimal range. I use the Menatetrenone (also know as MK-4 form) form of Vitamin K2 (check Wikipedia). Why? Because the MK-7 from Natto makes me itch like crazy and makes me feel sick. Also, Menatetrenone/MK-4 is the type use in Japan to treat osteoporosis. I am using the Thorne brand and I buy it here in amazon. Just in case you are curious the dosage to treat osteoporosis with Vitamin K2 (as Menatetrenone) in Japan is 15 mg, three times daily. That is exactly the high end of the suggested dosage mention in Thorne Vitamin K2 Liquid. I only wish Thorne had a softgel form of this supplement so I can place it in my pill holder. Carlson also makes this form of Vitamin K2 but is not liquid. It is a dry powder. I do not like that because K2 needs fat to be absorved and the Thorne brand is dissolved in Medium Chain Triglycerides (oil).

I am going to update this review at 8 weeks after I have my Vitamin D levels tested again."
" July 22, 2023", United States ,5,TamysThoughts,"Great supplement, especially if you have a deficiency","I believe these are the ones I got that are chewable or melts in your mouth you know sublingual, and if they are, they’re very tasty and they’re tiny and they do what they’re supposed to do. My vitamin D levels and calcium have come up but especially the vitamin D, it does what it supposed to get yourself some. Especially if you’re not someone who’s out in the sunlight often And I have a deficiency and I have to supplement but most people just need to the normal amount of dosage. Don’t overdo it get tested every time you have tested your doctors just to make sure your levels are correct anything you ever do can be harmful, so make sure you need it and then get these there a great price and the quality is excellent ."
" October 12, 2023", United States ,5,Lisa R,Effective Quality,This high potency vitamin D3 has no aftertaste or makes your stomach feel queasy. It is a small gelcap this is easy to swallow and doesn't get stuck on its way down the hatch! It has clean ingredients from a reputable company. This brand was recommended by my chiropractor and I am happy with its efficacy and quality.
" December 6, 2018", United States ,5,GIVE Reviews,Very important vitamin as we age," [+] WHITE GLOVE REVIEW w/ video
(To watch the video or upvote review goto: https://www.amazon.com/gp/customer-reviews/R24WTEVRR04JRA)
=>Vitamin D-3 is produced by the skin when exposed to sun light. As we age, our skin becomes less effective at producing this critical vitamin. I am an older person, so I could spend all day in the sun and still not be getting enough D-3. I take this to supplement my body to make sure I am getting enough D-3. I have read literature that follows a guideline of supplementing with around 2,000 IU after the age of 35 and around 5,000 IU after the age of 50. I follow this guideline, which is why I take 5,000 IU. There are many manufacturers now that sell D-3, and I am sure that many are good. I buy the NOW brand because I trust this company to give me the highest quality for the most reasonable price. I don’t buy everything from NOW Foods, because I assess each product as to what company I should buy from.

[+] INGREDIENTS
Active:
- Vitamin D3 as Cholecalciferol from Lanolin (125mg : 5000IU : 625%DV)
Other:
- Softgel Capsule (bovine gelatin, water, glycerin) and Extra Virgin Olive Oil.

[+] WHAT TO EXPECT
Vitamin D-3 is not a vitamin that will give you an effect for the most part. I have heard about some people who find their skin to become softer or other such mild effects. But, for the most part, I take D-3 because my body needs it to function properly, not because any symptom I am having. Think of Vitamin D-3 like putting oil in your car. For the most part, even if your car is low in oil, it runs just fine. That’s why we check it with a dip stick otherwise who would know. But, if you run your car low in oil long enough, then symptoms will appear. However, then it’s too late. The damage to your car has already been done. That’s how I think about taking D-3. It’s something that needs to be maintained, but if it’s not, then your body will eventually break down in some way – and as with the car, then its too late.

[+] USAGE/DOSE
The suggested usage (from the label) is to, “Take 1 softgel every 2 days with a fat-containing meal, or as directed by your healthcare practitioner.” I take one softgel per day; however, there are days that I skip taking it. I am not advocating to deviate from the product’s suggested use; I am only conveying what I do. On average, I most likely take this product 4-5 times a week. If I forget to take this product (along with my multi-vitamin) for more than a couple of days, I usually take two the first day.

DISCLAIMER: I am not a physician nor am I dispensing medical advice. This review is only conveying my nutritional knowledge, experiences, and opinions in hopes that it provides insight for the reader.

GIVE Reviews - my standard for writing reviews.
[G]enuine - Honest, trustworthy review only to help people.
[I]nformational - Provide concise, product related information.
[V]aluable – Help the reader to determine if this product is for them.
[E]nlightening – Reader can learn something they might not otherwise know.

ps. Remember to upvote if you like this review or you think this review will help others."
" November 17, 2023", United States ,5,Yamile Deniz,Good product,Good product
" October 26, 2023", United States ,5,Amazon Customer,Even taking these every day or every other day,"Got my vit d levels checked out and I was in the normal range. So, daily or every other day, will keep you proper."
" November 5, 2023", United States ,5,Sampada Moholkar,A good buy!,The packaging is done well and contains 50 soft gel capsules.
" October 16, 2023", United States ,5,Buy&Fly,Great Vitamin D Supplement,Haven't bough this brand in months but I love NOW brand vitamin D. The pills are small and it works well. You probably won't get sick if you're regularly taking this supplement( I'm not a doctor so don't take my word for that comment).
" November 11, 2023", United States ,5,Barbara,No issues,no problems
" October 25, 2023", United States ,5,Amazon Customer,standard D suppliment,Seems to be a good product. This is the brand I choose.
" October 13, 2023", United States ,5,blessed85,"Contribution to Beautiful, nails, hair and skin!",Since I started taking these within the first 2 weeks I noticed my nails were stronger and actually started growing. My skin had a glow and hair felt healthier. I love these!
" September 30, 2023", United States ,4,Flávia Vizzotto,Good and trust quality,Good brand
" October 17, 2023", United States ,5,Just Saying,Great Product,"I have ordered from this company before and never had any problems. My order came on time, well packaged and undamaged. I will order their products again."
" October 20, 2023", United States ,5,Teresa,The perfect sized pill,I love how small these are. They're easy to take and I think they are helping me.
" October 13, 2023", United States ,5,Amazon Customer,doctor recommened,"Doctor rcommended after a deficency was noted on labs tests. I like the now brand due to being gluetn and dairy free. The pills are tiny and very easy to swallow. There is no taste/flavour at all. resonable priced. No issues, will continue to reorder."
" November 1, 2023", United States ,5,Miriam perez,Love this vitamin,I do love it
" September 30, 2023", United States ,5,Sebastián De León,Suplemento importante,"Acabo de recibir por fin mi vitamina D3, un suplemento el cual entiendo que todos nosotros deberíamos de consumir, este en específico no tiene sabor. No sé si otros lo tengan."
" January 3, 2024", United States ,3,Meow,I am not sure about quality,I didn’t like the ingredients in capsules.
" August 9, 2023", United States ,4,Sam Martinez,First Time Using this product,This is my first time Using this product. I'm expecting it to be equivalent to the products I've used before.
" October 23, 2023", United States ,5,Jade Dragonfly,No clumping together,Great product. Quality company.
" October 23, 2023", United States ,5,Caridad almeida,La mejor vitamina d3,Es muy buen producto
" December 16, 2023", United States ,3,Rachel,The bottle does not have a secure screw cap.,The flip top snap cap is not at all secure. Tip the bottle over? plan on picking up pills. Not so great if you have pets or small children around.
" October 3, 2023", United States ,5,Wendy Ihnat,Work great ..,This is a great supplement instead of getting a prescription. Has the same results for a much lower cost.
" July 7, 2022", United States ,5,KL,Extremely Important Vitamin D3 That’s Affordable!,"My Endocrinologist had advised that I needed to start taking a vitamin supplement after they had ran labs on me. It was found that my Vitamin D3 level was a bit below normal. I'm in my mid-years, and I used to be a very active person outside. But, as my life has changed over the years, I find myself spending more time inside now. As being as such, it wasn’t surprising to learn that my Vitamin D3 levels had begun to suffer. As directed by my doctor, I started taking one vitamin d3 supplement daily — NOW brand softgels. After only about a month, low and behold, I was starting to feel better than I had in a really long time. I stated to have more energy, I wasn't falling asleep during the day anymore, and I was able to do my daily exercises with a bit more ease. My doctor ran those exact same labs again after I had taken almost the full bottle, my level was much higher than before. I was told it's going to take a while to get things back to normal, but I can definitely tell its working. NOW brand vitamin D3 supplement seems to be offered at a little better price than most others on the market. This is an amazing and affordable vitamin supplement that is easy to swallow by mouth and by your pocket financially. Always ask your doctor before deciding to start or stop a vitamin supplement regimen. Listening to my doctors about needing to take specific vitamin supplements has really turned my life around."
" October 9, 2023", United States ,5,Paula P,They’re small and easy to swallow,I hope these are doing what they need to do inside me. I guess my next blood test will tell.
" August 8, 2023", United States ,5,Michael Brock,Possible vitamin d3 deficiencies,I've been in pain for so long. So joints and leg bone pain is unbearable at times. 2 orthopedic doctors tell me to get rotator cup surgery another doctor says it's with getting older each year. All these doctors give pain killers. None work. I found out just by going outside into the sunshine and taking this d3 supplements. The unbearable pain goes completely away. I still have pain from time to time. But the pain is becoming unnoticeable
" August 22, 2021", United States ,5,DR,Now is a great brand and 5000 the size for not small people - 4th bottles YES YES A++,"Vit D is essential to health. Sun isn't enough for ideal or all norther areas. Vit-D is a hormone that modulates over 100 genes and is essential for health. Poor Immune system is VERY CLOSELY TIED to low Vid-D.. Animals have a pathway to make their own. The UK has national health and thus GREAT DATA on 30 million people. Alarming Vit-D levels are seen in Northern areas.. 2016 peer reviewed study showed 70% the population are below IDEAL levels and 30% below target. DARK skin people blocks sunlight and they mostly below target levels. CLINICALLY DANGEROUS less than 10% of target is not uncommon. They take this seriously. Others studies show resistance to FLU's and especially repretory illness have HUGE Improvements. There are Studies for this years bug .. Look it up. It's a taboo subject here. Healthcare will not recommend above 1000iu because of the TINY people and a couple medical issues. LARGE weekly, monthly and 6 mo doses are HUGE by comparison and Given to massive people in many places. Levels dip in just 3 days so infrequent is less ideal.. No MD doctor in USA or UK would tell you taking 1 (5000iu) a week was dangerous. YMMV . do some research.
Before you complain.. FREE healthcare for USA> There is NO PROFIT in UK healthcare, people are paid poorly, facilities are beat up old buildings, safety is minimal, there are no lawsuits, CARE is RATIONED.. At a certain age you will not be treated for cancer and 20 other things. Low health or Years of life left score, you are maintenance only."
" October 3, 2023", United States ,5,Marissa Oros,Better than taking multiple pills,Good value for the price! Saving money because I was taking multiple pills o another product to consume high dose vitamin d daily.
" January 17, 2024", United States ,5,omar pena,Thank you,👍
" January 17, 2024", United States ,5,Marie A.,Great value,Now is my favorite brand and the pricing here on Amazon is amazing as opposed to going to a local vitamin store
" January 16, 2024", United States ,4,Santiago,Que los futuros usuarios sepan si vale o no la pena comprar,Utilizamos como fuente de vit D
" January 16, 2024", United States ,4,Santonio Nelson,Take once a week,"I'm surprised the direction does not say to take these once a week. This is the strongest potency there is and it shouldn't be taken everyday nor for a long period. It can only be taken up to 6-8 weeks once per week. My first day of taken them I got a headache. Second week no headache, I think my body got used to the first capsule."
" January 14, 2024", United States ,5,lisa wickham,Needed,U need this for everything
" January 12, 2024", United States ,5,Jerry S.,Good stuff,Vitamin D is Good.
" January 11, 2024", United States ,5,Kseniia,Good,"good quality, good product"
" January 10, 2024", United States ,5,Kristie Carpenter,Great price,The price was great
" January 10, 2024", United States ,5,OldHippie,"Good product, inconsistent look.","I've purchased these for my hubby 3 times, and each time the pills look different. One time the gel cap is clear, next time they're white. Dr's tests show his levels are staying steady, so no complaints about the results, just a bit concerning when the look keeps changing. Makes me wonder why."
" January 8, 2024", United States ,5,Dan P.,Recommended by a knowledgeable professional.,All indications this is a good product.
" January 7, 2024", United States ,5,Sara,Easy to Take and Bovine Gelatin,"These are the perfect size where it's not uncomfortable to take AT ALL and is one of the few D3s I could find that had Bovine gelatin (as opposed to pork, which we cannot have). You barely feel it, and it's kind of slippery so it doesn't get ""stuck,"" nor does it have a weird vitamin-y taste that bothers you for a while after. For these reasons, this is the D3 my family and I continue to repurchase."
" January 7, 2024", United States ,5,Maryann,It's a good product,Fits my purpose.
" January 5, 2024", United States ,5,Rita,Health,Great D good for older ones especially
" January 5, 2024", United States ,5,James,Little balls of greatness,Small balls of vit. D make it very easy to swallow. I appreciate how easy these are to swallow! Thanks!
" January 4, 2024", United States ,5,Alexis V. H. Davenport,Great product,Great product at a fair price
" January 3, 2024", United States ,5,LindsayJim,Delivered promptly,"Arrived promptly, no complaints about this product."
" January 3, 2024", United States ,3,Meow,I am not sure about quality,I didn’t like the ingredients in capsules.
" January 3, 2024", United States ,5,Shawna Dalfonso,Allergy Friendly,Quality supplement doesn’t have cheap soy filled oil like some brands. Love the tiny gels easy to swallow
