review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" January 12, 2024", United States ,5,Geoff,Hydrosilver,Works on contact practically.
" December 2, 2023", United States ,4,Shannon,Product seems fine. Cannot tell is it has helped though.,Hard to say this product is effective althought I know silver is very beneficial in stimulating the immune system. The taste is like water but thicker. Glass bottle so that is good. But who knows. Hard to rate. I would say neutral at this point. Will see if I purchase a second bottle.
" January 2, 2024", United States ,5,Russell Sperry,The Best!!!!,This is the best product on the market.⁸
" December 22, 2023", United States ,5,Gabriel Garcia,Great quality product!,I like that it doesn't have any bad taste of after taste. This product worked for what we needed it for. I would recommend this product 100%! Love this product!
" December 31, 2023", United States ,5,Britt,Good product,This stuff is great. I've used it for so many things.
" December 10, 2023", United States ,5,Amazon Customer,It’s the Best & Big,I was happy to receive this quickly when I was sick. It’s a big jar and I love this companies products. I have used them for at least a decade. It’s a quality product and it came well packaged since it’s in a glass container.
" December 12, 2023", United States ,4,Mariana Bluthgen,Defensas altas,Me lo recomendaron para subir las defensas
" June 20, 2018", United States ,5,Sarah Lowder,Sore or infected throat? This is a remedy that actually works!,"I suffer from sore throats constantly. I get strep, tonsillitis, laryngitis, and throat infections from post nasal drip, bronchitis, colds, allergies, and sinus infections. My immune system can never fight them off and I get lesions all over both tonsils and my throat and the swelling often lands me at urgent care because I become unable to swallow my own spit or breathe. Every sore throat that I have had has landed me on prescription meds and as I've gotten older, my body has become resistant to the antibiotics so my doctors have had to switch strains and increase dosages. If I try to fight it off naturally, they will persist for weeks and are so bad that I am in tears from the pain that feels like swallowing glass. I've tried every remedy known to man (any over the counter sore throat medicine, plus natural remedies like acv, herbs and spices, teas, essential oils, honey, citrus, roots, salt water, Echinacea, etc.) as I have read every blog, forum, and chatroom trying to find something that works so that I don't have to go on antibiotics and steroids. Well, this product is the one and only thing that has ever kept me from going to the doctor for a sore throat. I ordered this last week in 4oz to try as everything is in bloom down here in Tampa, FL and I had a feeling I'd be getting sick soon. Boy am I glad that I did because I woke up Monday and it was like my throat had skipped the initial two days of getting sick as there were already lesions/white pockets covering my right tonsil and the back of my throat. In its entirety, the whole back of my throat was red and swollen and upon waking, it hurt to swallow. I immediately went and grabbed the Sovereign Silver and put three full droppers under my tongue, after thirty seconds, I added three more full droppers and pushed it all to the back of my throat and swished/gargled it around for 60 seconds before swallowing. I popped some vitamins and 800mg of ibuprofen (my doc recommends this for my swelling and pain) and headed to work with the Silver in my hand. I repeated the under the tongue and back of the throat gargles then swallow throughout the day and night, so much that I had actually used half of the bottle by the time I climbed in bed. Tuesday morning, I woke up and my throat was still sore but it didn't hurt to swallow. I ran to the bathroom and holy sh*t y'all, the lesions were gone and my throat was still red but only puffy where the lesions had disappeared from. I had already taken the morning off of work and scheduled a doctors appointment because I truly did not think that this was going to work and I didn't want to suffer before surrendering to my usual concoction of prescriptions. I did the under the tongue/gargle/swallow, cancelled the doctors appointment, and headed to work with the Silver in hand again. I knew I was going to run out by the end of the day so I ordered the 8oz from here and paid $5 for same day delivery (it was delivered by 8:00pm, thanks Amazon!). I continued the same routine and finished off the bottle yesterday (Tuesday) night. Before hitting the hay, my throat was still beet red and swollen, it was sore to swallow but I wasn't in pain. Wednesday morning (today, 7 hours ago) I woke up and my throat is no longer sore or swollen but is still a bit red and I am so totally okay with that!! I cannot believe this actually worked and that it worked as quickly as it did. The only thing that has ever given me this much relief this quickly is when the Doc gives me a shot of prednisone (steroid) and the swelling in the throat goes down within the hour but that still never made the lesions go away like this does. I am in shock. I cannot believe that there isn't more information on the internet regarding this and sore throats. The only draw back for me is the cost, but I will pay any amount to keep from having infected throats. Very thankful for this, I will never let my medicine cabinet go without Sovereign Silver and I am so glad that I no longer have to frequent the doctor and taste all of the disgusting natural remedies that never work."
" December 25, 2023", United States ,5,Bethany,Natural remedy,"Love this brand, great value!"
" December 16, 2023", United States ,4,Juan Francisco Lopez,Good,Excelente
" December 16, 2023", United States ,5,Amazon Customer,Love this stuff!,Great product works great for me and my kids! Came fast too! Will definitely order again!
" December 18, 2023", United States ,5,Eddie Higgins,Good stuff,I use this in my mineral cocktail every morning.
" December 6, 2023", United States ,5,poop on a stick,This is a regular purchase for us,This is just something we constantly have on hand. Always the same high quality every time. Everyone in our family enjoys the benefits of silver and this brand is the only one i trust.
" November 30, 2023", United States ,4,Carolyn Boyce,Good for the body,It have a taste that I never taste before.
" December 5, 2023", United States ,4,Red Dog,Healthy,Your stuff works great
" June 19, 2015", United States ,5,JustBHappy,Our household will NOT be without this natural MIRACLE in a bottle!!!,"When my son was about 8 he had a SEVERE reaction to an antibiotic after just one dose - swelling of the face and open sores that developed on his lips, the inside of his mouth and all down his throat! He couldn't eat solid food and could barely even swallow liquids for almost 2 weeks without a topical solution to numb the pain.. and the doctor's office would NOT admit this was due to the antibiotic! Internet research confirmed my reluctance to use antibiotics in the first place as well as alerted me to the possibility that it could have been a ""bad batch"" of antibiotics that caused this type of severe reaction. I'd never heard of this before nor had I been warned about the possibility of a reaction such as this. It was a truly horrifying experience that you wouldn't wish anyone to go through, especially a child! My son's lips had so many sores that at night while he slept, since his mouth was shut, they would start to scab over and his lips would actually stick together! We would have to moisten them and pull them apart which would reopen all the wounds again each morning... I would have never imagined antibiotics could cause something this horrific!

I had a choice early on, hospitalize him and put him in the hands of the ""professionals"" I was severely lacking trust in at this point.. or... a friend gave me the name of a naturopath practitioner that actually lived near me who would take an entirely different approach to healing. I went the route of the naturopath and together we helped my son recover from this incident in the comfort & security of our own home.This brilliant & caring woman introduced me to colloidal silver. From that point forward I knew my family of 4 had to take responsibility for our own health instead of blindly leaving it in the hands of others. We became proactive with our health, began eating better and instead of running to the doctor if things cropped up, we used Silver for just about everything and anything... and it worked!

My kids are now 14 & 20 and over the years we've used Silver internally and externally.. in the eyes, ears, sinuses, & throat ..for cuts, rashes, acne, bites and as a general immune booster. Usually if you catch things in the early stages, they never get a chance to turn into anything further. These days we rarely even get a cold and the flu has skipped us for many years now.

A recent health crisis was a pretty severe reaction to a spider bite on my 20 year old son's forearm that turned red and swelled to the radius of a softball which then started spreading up the inside of his arm by way of a 1/2 inch wide raised strip of redness that made it's way up to his bicep by the time he left work. This caused some alarm and he went to immediate care out of fear of the severity of the situation. They confirmed there was infection, however it hadn't entered his bloodstream so though not life threatening, the infection was in fact spreading, possibly to his lymph gland next. Despite his childhood reaction to antibiotics, that's what they prescribed telling him he could take the first dose there and wait to see what happened & at least he was ""in good hands"" should he react again. He didn't take that chance however. He left with the unfilled prescription, went home and started taking doses of Silver every 3-4 hours as well as applying it topically. Within hours the swelling had significantly reduced and the redness began to lessen, both signs the infection was already improving. By the end of the next day, it had completely healed!

Thanks to Sovereign Silver & a healthy diet containing a fair amount of fresh foods, my family is extremely healthy. My 14 year old has never had to take anything other than an occasional pain reliever his entire life and I'm SO grateful we have an alternative to harsh antibiotics and their possible side effects! I continue to be amazed at all it's many uses! Spread the word of this safe & effective alternative!!! People need to know!!!"
" November 16, 2023", United States ,5,KC,Perfect for what I was looking for,"I have used this product for over five years. however, I was buying it from a different vender. I am very happy that I looked for this product on Amazon, due to its price and size. It was much better here then from said other vender. The product itself is as has always been a very good product and one I plan on continuing on using."
" November 24, 2023", United States ,4,EMTBilliam,Works Great!,My wife uses this daily! No complaints!
" December 15, 2023", United States ,5,ROCKET,Great product,Good quality
" December 3, 2023", United States ,5,Karlyn,Review of product,Arrived early and is easy to take...does not taste bad at all
" December 5, 2023", United States ,5,Alafia,Pink eye,Used this daily after seeing reviews on tiktok. So glad to have come across this product. Highly recommended.
" December 1, 2023", United States ,5,C.C. Hoffman,have been using for years,"This is a good brand of silver, boosts immune system, and tastes fine"
" December 7, 2023", United States ,5,Aurora Roberts,saves time filing,na
" November 18, 2023", United States ,5,Sasha,The best!,This stuff is my go-to for whatever is ailing me or my kiddo. Came quickly in perfect condition! Life saver to have it delivered so fast.
" November 25, 2023", United States ,5,Advanced K and B,Colloidal silver,As I expected
" November 27, 2023", United States ,5,Kerri A.,Great product,Good stuff!!
" July 11, 2022", United States ,5,Anna,"Give antibiotic-resistant bacteria, fungi, and some viruses the big middle finger","I've been using this product for years to treat a wide array of maladies. It kills staph, strep, and more. I've beaten sore throats, styes, stomach bugs, tooth abscesses, and even cystic acne with this product.

Someone close to me has been fighting warts on his hands for two years, and finally - after trying everything on the shelf plus actual cryotherapy to no avail - listened to me and combined an immune-boosting oral dose of this with a topical treatment of silver in gel form to the affected area. The warts disappeared in under a week.

A couple of years ago, I stepped on a wasp barefoot. The stinging, itching, and heat had me resting my foot on an ice pack under my desk at work for several days with no relief. Creams, lotions, and even anti-inflammation pain pills didn't work to treat it. I finally soaked some gauze in this silver, applied to my foot, and wrapped it up before bed. The NEXT MORNING, the venom had been drawn out, and the swelling and heat were reduced to practically nothing, gone completely by the end of the day.

I'm not saying this is a cure-all for literally everything on the planet. I'm not saying it's magical. What I am saying is that it's incredibly versatile, and I always use it as a first defense before resorting to antibiotics. Why? Because of the mechanics by which silver attacks and neutralizes bacteria, there's no way for it to form a resistance. It'd be like you evolving the ability to survive decapitation. It ain't happening.

It's also safe, natural, and non-toxic. Heck, I've cleared my cat of a UTI by adding an adjusted dose to her water. I've healed an infected wound on my dog by applying topically and wrapping, with no worries as to what might happen if the bandage falls off and he licks up the silver.

This particular brand of silver is my trusted go-to because of the high ppm concentration, and the quality glass bottle that keeps the suspension from breaking down over a longer period of time than a plastic one can.

Do yourself a favor: do your research on applicable uses for this product (again, it's *ridiculously* versatile, but there's no such thing as a cure-all), and make it the front-runner of your medicine cabinet."
" February 9, 2023", United States ,5,Joseph E,"Maybe it works, not really sure","Alright folks, let's talk about this ""Silver Bullet"" they call Bio-Active Silver for the immune system. I mean, I get it, who wouldn't want a product that promises to boost your immunity and protect you from all the germs and nasties out there, right? So, I took the plunge and tried it out for a few weeks, hoping for a superhero-like transformation. But here's the truth, I didn't notice any major changes, to be honest. But that doesn't mean this product is a bust.

First off, the packaging is pretty snazzy, with a little bottle that looks like it could cure all your problems with just one spritz. The liquid inside is fairly unassuming, and all-in-all it looks like something you'd find in an old-timey apothecary. It's pretty cool to look at, but whether or not it actually helps your immune system, I can't say for sure.

Now, the taste, oh boy. It's not the greatest. But, I mean, if you're looking for a product that tastes like candy and gives you superpowers, you're probably in the wrong place. It's a bit like drinking liquid metal, and I'm not sure if that's a good or a bad thing. But hey, it's not like I'm drinking it for the taste, I'm drinking it for the benefits, right?

So, did I notice a major improvement in my immunity after taking Sovereign Silver Bio-Active Silver Hydrosol? No, not really. But, I have to say, the product seems alright. It's not a complete game-changer, but it's not like it did me any harm either. If you're looking for a little extra support for your immune system, it might be worth giving it a try. And hey, who knows, maybe you'll have better luck than I did and turn into a germ-fighting machine."
" November 15, 2023", United States ,5,Gianna,very good benifits,I got this for me and hubby and I started giving it to my kids also
" November 12, 2023", United States ,5,Marisa Garrett,Great Product,"Great product, use it everyday in my opinion to see results"
" November 15, 2023", United States ,5,Marilyn Sheehan,Good Silver,I like this silver. Works well.
" September 6, 2019", United States ,5,Lin,"Best, Natural antibiotic solution","I developed a Urinary tract infection and I gotten them periodically throughout my life, I’m 52 years old now. I had my first one in my early 20’s. I have also had several cases of Pink eye since I was 6 years old, last case of Pink Eye was about 2 years ago. I also suffered from occasional severe sinus infections throughout my life too. Colloidal Silver once I read about it and started using it, has worked better than any antibiotic a Doctor prescribed for me, with no side effects. Colloidal Silver can take a little longer to cure an infection depending on how long you waited to treat it and how severe of an infection you have but I personally prefer natural with no side effects than manufactured, with negative side effects. I take the prescribed on the bottle amount internally and then drop 2 to 3 drops in each eye throughout the day to cure Pink Eye. Sinus infection, take prescribed amount internally and then clean my hands and put a dropper full into one hand, close one nostril and then snort the Colloidal Silver this way, up each nostril, several times a day until the sinus infection is gone. I do the same when I get an I.U.D. & then I place a cotton ball with Colloidal Silver all over it and place that over my Urethal opening, overnight & I start to feel better the next day and I keep doing this until the burning sensation stops on my Urethal opening and the urgency to pee subsides back down to normal and there is no more pain when I urinate or in my bladder. I am not a Doctor,I can only tell you my personal stories of success through trial and error of what worked for me in regards to using Colloidal Silver. Everybody’s genetics, chemical makeup, physical bodies are different and what works for me may be different than what works for you. Use the methods that work best for you, including going to a Doctor and purchasing a pharmaceutical drug, antibiotic that works for you.Sovereign Silver does appear to work faster and better than other forms of Colloidal Silver in my opinion and through all of the different types I have tried over the years. I love the way this was packaged and sent to me. One bigger sized cardboard box with a little bit of a smaller cardboard box within it & then a black, medium density, slightly, malleable plastic/rubber mix, cap on each end of the thinner, cardboard box that contained the Colloidal Silver bottle, along with a couple of clear, plastic, air filled bubbles on each side of box that held the bottle. I have Prime Amazon and my package arrive on the date they told me it would, which was the next day and product arrive completely intact and unbroken. I love this product and the people that packaged and delivered it to me undamaged."
" November 15, 2023", United States ,5,Donna Green,Good product!,It works well for me.
" January 12, 2024", United States ,3,Kelly,Thei may not be great to take orally,It was brown seemed really strong- bought a different brand & it’s much better
" November 9, 2023", United States ,5,J Jones,Immune support,I've used colloidal silver for years & only this brand! Great product!
" April 28, 2023", United States ,5,Loende,Near miraculous results!,"In all my years of rescue, I've never seen anything like it.... I can admit it, I used this as a Hail Mary on a 9 week old kitten's infected eye and now I'm so glad that I did! The eye hadn't been responding to Terramycin and was so swollen and bulging that I was scared to even give her her oral antibiotics for fear that the stress of it would increase the pressure in the eye too much and it would rupture. I started the night this was delivered with two drops, repeating every 4h. In 24h the swelling was significantly diminished. I lowered the dosage to 2 drops every 6h for the next 72 hrs, when the eye opened, then 2 drops every 8h for the following 3 days. Terramycin was still administered 3x/d. On day 7, there was a clear, healthy eye, with no sign of any trauma or disease. I continued dosing 1 drop every 12h for another week to be sure. She went from an oozing, super infected, completely compromised eye that was ready to rupture at any moment to a PERFECTLY HEALED EYE that showed no sign that there had EVER been anything wrong with it. In SEVEN DAYS. If that's not a miracle, I don't know what is..."
" May 30, 2023", United States ,5,Tell it Like it is!,Kills Parvovirus in dogs in 24 hours!!!!,"This product is a must have in your medicine cabinet. I’ve cured two dogs in the last 5 years that caught Parvovirus.

My 3 year old American Bully started having uncontrollable bloody diarrhea and constant vomiting. He soon was very unstable and was borderline paralyzed from lack of energy. My local veterinary hospital wanted $200 emergency visit fee plus any medications or procedures that were not even guaranteed to work. I’m on a broken fixed income and live month to month. I didn’t have $200 plus any added fees for a veterinarian. I knew Sovereign Silver worked before and so I drove an hour away to find a bottle. Administered a teaspoon via dropper every hour for the next 8 hours to my pup. This Silver was the first liquid he was able to hold down. All night long I kept giving him this silver. The next morning he was able to walk. He still had diarrhea, but it wasn’t bloody. Later that same day his diarrhea stopped. He began eating solid foods again. His eyes were bright again. Even his coat was shining again. This is truly a miracle liquid. I Highly Recommend this product. I’m not a doctor or veterinarian and cannot give medical advice. I’m only relaying what I know worked for me."
" November 5, 2023", United States ,5,RDHS,Helps boost your immune system’s,I take this all winter long
" December 21, 2022", United States ,5,JdS,Used for over 22 years,"Used for over 22 years, this was recommended to me by a holistic vet. Since then I have been using it for my animals and for myself I’ve recommended it for my family members and everyone swears by it. So to the reviewer that said never swallow it he doesn’t know what he’s talking about. He sites the FDA which the FDA is in bed with big Pharma and that’s the only reason they are dismissing colloidal silver. I take orally when I feel like I’m getting sick I gargle with it when I’m getting a sore throat I use it for any type of skin infection I have used it in my cats eyes with success better than any prescription the doctor or I should say a vet would prescribe. My granddaughter cleared up Pink EYE with colloidal silver and her doctor praised her mother for using a natural product. My son used it for cellulitis when the antibiotic couldn’t finish the Collodial silver did, he used it orally and topically. This brand may be expensive this is the one I have used for over 22 years and I believe it is the best. What I recommend to people start out slow you use common sense you’re not gonna drink the stuff. For example if I’m sick I might take a tablespoon four or five times a day. And I’m sure you can take more but it seems to work for me I use it like a regular antibiotic you take at intervals. So if what you’re reading online or reviews like the one that cited the FDA, ignore it and try it I wouldn’t be without it ever."
" October 20, 2023", United States ,5,Ethel R Ash,How it helps with your health,"Have not used it and looking to
use it because of a neighbor been using it for three years .
And very pleased with it.
Talk with ur Medical Team first."
" October 31, 2023", United States ,5,Denise crowell,Work wonders,I have no complaints about this product.
" September 10, 2023", United States ,4,Ginny H,It ok,Different taste but not bad
" July 1, 2017", United States ,5,D'ARBAVILLE,SAVE A FORTUNE IN VETERINARY & DOCTOR BILLS...and more.,"5 STARS!!! I was told about this product years before I tried it. Don't do what I did!!
I have used this product for my pets when they have been hurt. I gave them 1ml or 1cc at a time. It begins to work very quickly!!! It stops bleeding quickly!!! It has prevented them from getting the serious infection that they normally would have gotten from their wounds. One of my Jack Russells had a horrible large puncture wound on the back of his neck. ( I have NO IDEA how he got hurt this way) He hated for anyone to touch him when he was hurt. The only thing I did for this large puncture wound was to give him 1cc or 1ml of Sovereign Silver Bio-Active Hydrosol , using a NEEDLELESS allergy size syringe or insulin size syringe orally 4 to six times a day. He readily accepted it. It tastes like pure water. This wound completely healed from the inside out. I have saved a fortune in vet bills treating my own pets this way.
It works equally well on humans! I use the nasal sprayer on myself to treat and prevent sinusitis and sinus infections. I have not had another infection since I began doing this for myself. I use it for burns, insect bites, sore throat, cuts, toenails and fingernails when they need it. I used it when I had SHINGLES on my face!! I never got the normally seen secondary infection. Everytime my face burned or itched I took a teaspoon ( 5ml or 5cc ) of the Sovereign Silver Bio-Active Silver Hydrosol. It worked!!! Their recommended dosing is accurate!! It is hard to believe, at first, that only a teaspoon at a time is really going to help.
For me... just a spray or two at a time in my mouth or nose has also really helped. Now I do only that much a day to ward off whatever I may have come into contact with.
It gives me peace of mind with all you can get from a tick bite that you never see, mosquito bites, super-bugs & flesh eating Strep-A that is everywhere!
But that is just me.
Try it for yourself, your family and your pets.
Still, go to your doctor when you need to.
I keep a 32 oz bottle at all times. It costs much less to use it that way. It is a very inexpensive & highly effective product to use.
Research what Naturopathic Physicians say about this product and this company.
To Your Better Health!

Sovereign Silver Bio-Active Silver Hydrosol for Immune Support - 10 ppm, 32oz (946mL) - Family Size"
" March 20, 2023", United States ,3,Celeste T,Honestly can’t tell if it’s working ‼️UPDATED,"First let me say that this is not the first time I have used this product. Every time I do get it, the dropper does not fill up, as shown in my pic. It never works. This is literally like water. I feel like the first time I used this it might’ve helped me get over a toothache and cold. I could be wrong though and it could just be coincidence. But, I suffer from random rash breakouts and joint pains (currently getting tested for autoimmune diseases) and every time I have put this on an itchy spot, it stops the itch. I thought it was all in my head and that I just convinced myself it was working but it really did help. Multiple times. So for that, and for really feeling that it helped with the toothache, I give it 4 stars. I’m going to continue using and see if anything changes.

‼️UPDATE ‼️

I stand by what I say about it helping with itchiness HOWEVER, it for sure does not help with colds or sickness, in my case. Had a consistent harsh cough, lost my sense of taste and smell, and had food poisoning in a separate occasion. It did nothing for neither issue and I remained the same, even after drinking the max amount per day. It didn’t help at all. For this, 3 stars, because what is it really good for then?"
" October 25, 2023", United States ,5,Judi S,Great for my soaps,Easy to use dropper for measuring. Works as Intended.
" October 27, 2023", United States ,5,Stephanie,Good product,Good product will buy again!
" October 26, 2023", United States ,5,Gary Whitaker,Item arrived as advertised and fast.,Item arrived as advertised and fast.
" September 17, 2023", United States ,5,Brandy Nichols,Great product for skin!,I was recommended by another person on a Facebook group to try this for discoloration. I’ve been applying it to my face and hands daily and seeing spots lighten up and some disappear after only a week of use! I’ll continue to use and hope all discoloration is gone.
" October 28, 2023", United States ,5,Lauraine Jessica,Good stuff,Immune system refresher.
" October 6, 2023", United States ,5,Joe M.,This is great stuff.,"I have been using this Sovereign Silver for many years. You really can't prove what it may have prevented, but my Doctor takes it every day and that's good enough for me."
" October 23, 2023", United States ,5,Mrs. Marm,Love it,Great product. Great company
" August 22, 2018", United States ,5,Jessica H.,AMAZING PRODUCT! TREATED PUPPY STRANGLES!,"My 4 week old mini dachshund mix puppy was disgnosed with puppy strangles (juvenile cellulitis) just 4 days after we adopted her. This disorder is aggressive & began to take over her little body with oozing abscess sores & swelling of her lymph nodes. She started on antibiotics & steroids but those weren’t seeming to help very much; even after her being on them for 3 weeks. Everyday I would come home to multiple abscesses & sores ranging from pea size to quarter size that would open & drain puss/blood. I couldn’t keep track of how many holes she had on her little head, face, ears, neck & body, & also had puss-like fluid sitting in her ear canals. Her poor head was literally filled with puss & was oozing everywhere. I was desperate for something I could try that wouldn’t interfere with her prescribed meds. Within 7 days of adding this supplement to her cocktail of medicine (cephalexin every 8 hours & steroids every 24 hours) & also spraying it on her sores, I saw a huge turn around. I have now began the taper process off the steroids & her antibiotics expired. We are just 2 days shy of using this for 2 weeks & she is almost 100% healed. I recommend this supplement 1000%. Anyone & everyone with pets that ever get cuts or any type of skin issue should know about this product. It needs to be on the shelves of every single vet office!"
" February 23, 2023", United States ,4,tiffany,I purchased this for BV,A friend of mine used this to assist with clearing BV and it worked for her. I was a little afraid it might burn my coco so I didn't add the same measurements that she did but it seems to have helped with only 3 days of use. I would have to go back to the doctor to be absolutely sure that it's not present. I would not advise anyone to order this for this purpose as I was instructed by some I know on correct measurements and exactly how to insert it. IM NOT A MEDICAL PROFESSIONAL. I will hold on to the rest of it for any future problem that may occur that might warrant me to have to use this for its general purpose.
