review_dates,review_places,review_ratings,review_authors,review_titles,reviews
" February 7, 2021", United States ,5,Michelle,These are a MUST TRY for sleepless nights!,"After trying so many different brands and forms of melatonin, these are- hands down- the best... quality/effectiveness, taste and price. Due to chronic cervical and thoracic spine pain, C-PTSD and major anxiety and depressive disorders, I have a lot of difficulty with falling asleep and staying asleep. In an attempt to get this under control without rx medications, I finally found what works best for me. My 21 year old son also takes them and agrees that they are the best tasting and most effective. These tablets start to kick in almost immediately, so be sure to take when you are truly ready to fall asleep- you will become drowsy before turning in and the benefits may wear off by the time you are ready. I take it once I am in bed. They are sweetened with xylitol, so no worries that you already brushed your teeth... xylitol is great for dental health and used in many dental health products. They taste soooo good, too! Unlike a couple of other fast dissolve tablets that I've tried. I sometimes need to take 2, but i start with one. They do also help me stay asleep when I do take them. I use the melatonin as a last resort when meditation, belly breathing, etc doesn't quite do the trick in order to not effect my body's natural melatonin production and to keep from needing an increased dose. I've never experienced groggy mornings from these either and feel well rested when I wake up. The price offered by this seller is outstanding and much lower per tablet for the same product offered by anybody else or anywhere else. Having been out of work for awhile now and unable to return for a few more months, I have to watch every penny that I spend, so I've taken the time to look around and this is the best value by quite a large margin. These melatonin tabs have really been a godsend...such a great product. I highly recommend if you also experience difficulty with sleep!"
" September 22, 2023", United States ,5,Erin,Regular purchase,We purchase this regularly in my house and take some nightly. It really helps to calm the mind and allow for a restful sleep. The taste is pleasant and the price is reasonable - no complaints here.
" September 3, 2023", United States ,5,SouthernGal,Can’t live without these !,I work night shift 5 nights a week 12 hours . I usually take 4 to 6 tabs and get a full days sleep to prepare me for an entire shift . I highly recommend these to anyone having trouble sleeping . 🤷‍♀️
" March 12, 2021", United States ,5,Robynne Davidson,"This specific supplement tastes good, is safe, and helps to fall and stay asleep.","So, maybe someone else will laugh, most importantly, I guess is that this 73 years old retired ED nurse has finally stumbled on a supplement that helps me sleep. Been a clinical, and administrative RN for 50 years. I have chased a good nites (or days rest depending on shift worked) since I started college at 17. I’m a stress cadet, not so much anymore, I do miss the ED, my fav department.
Ok, so what is funny, ????? I also have a 2 lb pink feathered friend, my Moluccan, Clyde. Clyde is 11, I am his queen, my husband of 50 years is his nemesis. Clyde is considered a rescue, I found a wonderful aviary in Alabama, Deanie was Clyde’s first mama. Then the evil one adopted him, she was neglectful, and covered him up when he got loud. You can hear these guys from a mile in Malaysia, where the breed is from. I did not know Clyde’s level of anxiety, till a year after he came to live with us. Cockatoo’s are notorious for being dependent, and I think his condition was exacerbated by his adulthood. Anyway, he is a screamer. I researched and found that L theanine, an amino acid, and melatonin has been used as a mild tranquilizer. I found the recommendations for dosage, and he gets 15 mg dissolved in his water every day. A safe dose, diluted. It has brought a more peaceable environment for all who live here including Teddy the resident feral kitty. So, in case you know someone who has a similar screamer problem, you now are aware that it can be manageable. I like this brand, it’s local CA, and it helps me get to sleep, and it helps my birdie baby feel more calm."
" October 14, 2023", United States ,5,Dale G,Excellent,Better price than COSTCO
" August 17, 2023", United States ,5,Timothy D. Miller,When you need a natural sleep remedy,"I drive a truck and need my sleep. I use the melatonin to get much needed sleep. They are easy to swallow, don’t leave an after taste. Work great. Good price.
I would highly recommend melatonin to customers"
" September 16, 2023", United States ,5,gar-man,Helps my mother sleep,Small doses allows us to increase or decrease dosage for my mother to adjust to her needs.
" August 27, 2023", United States ,5,david iverson,Highly recommended!,"Very good communication, fast shipment, highly recommended!"
" July 18, 2023", United States ,4,Joseph,Works well,I like it
" September 11, 2023", United States ,5,Marzia,My favorite 😍,This is one of my family's favorite melatonins. They taste delicious and work well for all of us. Recommended.
" September 12, 2023", United States ,5,D. Dickerson,These tablets dissolve easily in my mouth.,I love that they dissolve so easily. The flavor is good. There a good value for the money.
" June 24, 2023", United States ,5,GDPhotography,They actually work!,"Like anything, don't use these every day and you'll be fine. Use them every day and they won't work as well because your brain becomes desensitized. First time I took one, I remember waking the next morning and feeling so refreshed! This stuff is awesome. If you're struggling through a bad sleep spell, I recommend switching off between melatonin, nyquil, and benadryl, instead of taking just this. Good luck!"
" May 29, 2021", United States ,5,Elevenofus,use for sleep and covid!,"This is my favorite melatonin. The 5 mg tastes better than the 10. Plus I take 15 mg at night, so it is easy to let 3 dissolve in my mouth when I get into bed. More than 15 mg and I don't get as much deep sleep. (As per my fitbit.) Less than 15 mg and I don't get as much sleep. So you have to fiddle with the dose to get to your sweet spot.

Also my family used this when we had covid. We followed the high dose melatonin protocol. It totally worked. Adults in my house took 80 mg a day in 4 divided doses. (So 20 mg or 4 tablets, four times a day.) We were initially pretty sick but had quick results. We stayed on it for a full two weeks. We never got a cough. I even gave this to my elderly mother in law as a preventative when we had it bc she lived with us. She never got sick but I realized later that she did lose her sense of smell.

This exact product is available cheaper at my big box membership store, but I bought some at amazon when I wasn't able to get to the store.

I love Natrol stuff and buy whatever they sell. I hate to swallow pills and much prefer dissolvable ones. Helpful that it vegan as I have an allergy to meat and cannot have gelatin."
" January 31, 2023", United States ,5,Brysonator,Saved my life,"I have had bad experiences with melatonin in the past due to higher dosage amounts so I was hesitant to try these. But some recent work schedule changes caused me to need to start waking up at 3AM and naturally I have a hard time falling asleep at a decent time. This caused me some major sleep deprivation.

After purchasing these I started with just half dose of the 5mg and these things are life changing! I was actually able to fall asleep very early and get really good quality of sleep to my surprise. I now always have these on me if I have a hard time falling asleep! It takes me about 15-20 minutes to start feeling sleepy after taking my dose. I will definitely keep purchasing these for a long time."
" October 1, 2023", United States ,5,trishainseattle,great product,worked well!
" October 9, 2023", United States ,3,Amazon Customer,Asleep fast but...,This is a good product to get to sleep fast but doesn't keep me asleep for over 4 hours. I found the extended release works better for me and I sleep all night.
" September 4, 2023", United States ,5,Carol Mccoy,Use periodically,I use Melatonin periodically when I have a difficult times relaxing and going to sleep. It works.
" August 4, 2023", United States ,5,MN gal,This product works great.,I take one gummy 30 mins. before bedtime and I go right to sleep. I don't have any groggy side affects and these taste great. A good product that I will buy again.
" August 28, 2023", United States ,5,Matt,Good product,What’s not to love? Fast dissolve. Good taste. Great nights sleep.
" September 4, 2023", United States ,5,Jules98,Love the 5mg tabs,I take this every night. Been a lifesaver to help me stay asleep.
" September 14, 2023", United States ,5,Priscila,Arrived with security seal,Fast delivery and with security seal
" March 26, 2023", United States ,4,Melissa L.,"Good product, poor supplier","Get them elsewhere! While I have been using this product for some time now, with good results, I can't say I'll buy it again this way.

Tablets arrived crumbly, with a great deal of residue in the bottom and the cotton on top. Ordered in December, product is about to expire already."
" August 28, 2023", United States ,5,Dee,Works great,"Non habit forming, easy dissolve, acts fast, no groggy feeling in the morning"
" August 11, 2023", United States ,5,JoeB,Really works and dissolves quickly,"I've tried various brands of melatonin and I like this one the best. Good taste, dissolves quickly and is very effective."
" August 24, 2023", United States ,5,Donna Cole,Just love this! Thank you for a wonderful Amazon purchase! Amazing product!!,Just love this! Thank you for a wonderful Amazon purchase!
" September 26, 2023", United States ,3,lore,Nightmares,I usually use melatonin but this one gave really bad nightmares So I going to try the Amazon brand and see what happens
" September 4, 2023", United States ,5,Margaret Anderson,Nothing,Husband uses them every night
" April 28, 2023", United States ,4,Lisa Othman,Item is really good,"It’s doing it’s job very well, I purchased other brands for the same purpose but non did the job like this item"
" August 22, 2023", United States ,5,Sammie,Rest,Great disolving berry flavor and sleep through the night. Wake up feeling rested.
" April 8, 2023", United States ,5,lovebird@iglobal.net,"LARGER BOTTLE, FEWER TABLETS",I really like this melatonin because of how easily it dissolves. What I don't like is that it had a more compact bottle with 250 tablets and now the bottle is bigger and has 200 tablets. Makes no sense other than a marketing ploy to make you think you are getting more instead of 1/5 less than before. Boo to incredible shrinking products!!
" May 25, 2023", United States ,4,Bentou jawara,Sleep,Sometimes it works sometimes it don’t
" May 20, 2020", United States ,5,FaithfulShopper,Definitely helps during this UNPRECEDENTED time....,"I am pleasantly surprised by this product. I've been struggling with sorting due to the impact of Covid19. I'm not as active so I'm not sleeping as well. I did lots of research on the benefits of melatonin so I just needed to find the right brand. I went with this brand because it had a high start rating and good reviews... so here's mine:

Taste... like tang.... fake orange flavor, not the best; but not inedible

Dosage...I took advice from a lot of people and decided to start with 5mg ( broke this one in half). Did this for 3 to 4 days and noticed I stayed asleep a little longer. Went up to the full 10mg and went to sleep faster... not knocked out... just eased into it... woke up like clockwork around 630am, refreshed. So I thought I would try 15 mg. Why? Maybe I would go to sleep faster and sleep later. NOPE! I ended waking up every other hour and actually had a dream I could remember.
I've been consistent with 10mg for the past week and it's a good fit. I ease ease into a restful slumber... no more over 😴 and up with a good attitude. My 350lb male friend was knocked out with only 5mg (I'm female, 40, 185 lbs). So I guess it definitely varies with each individual. I say start at 5mg and work up if needed."
" August 6, 2023", United States ,5,ABCDEFGHIJKLMNOPQRSTUVWXYZ,These work well,Take one of these at bedtime and go lay down. Puts you right to sleep. Works well.
" May 28, 2023", United States ,5,Kris10,A great boost to help you sleep!!,These chewable sleep aids are the perfect amount of melatonin to help you fall asleep fast and stay asleep longer. They have a wonderful strawberry flavor and are easy to chew with no aftertaste. I would recommend these small tablets if you're looking for a natural way to aid in sleep.
" June 28, 2023", United States ,5,Amazon Customer Review,Melatonin dissolvable tabs,"Easy to take with pleasant taste. After using two nights scored over 80 per Fitbit, which is good sleep and felt more rested. I have familial advanced sleep phase syndrome, so hope the good results continue"
" May 2, 2023", United States ,4,J. Kirkland,Sleepy Time,The pills work good. But the flavor was not the best.
" August 9, 2023", United States ,5,Patricia Harden,easily dissolve,"easy to chew or let dissolve in your mouth
pleasant tasting"
" July 9, 2022", United States ,5,Amazon Customer,Works great for me,"No guarantees, but it works great for me, and no hangover in the morning. I know people who tell me melatonin doesn't work for them or they feel loopy in the morning. Too bad. I used to be able to get 8 hours of uninterrupted sleep for years, but as I age, my metabolism has changed. My bladder has me having to get up several times in the night to relieve myself, for instance. Before I started taking melatonin, after getting up for the third time, I'd be wide awake and couldn't get back to sleep. With melatonin, this is not a problem - I get back to sleep right away. And like most stuff you buy on Amazon, you get more for less. If you have a problem with sleep, I recommend trying this. I hope it works for you."
" July 29, 2023", United States ,5,Scott,Great product!,"I like the fast dissolving tablets, they taste good and they help me fall asleep faster."
" July 26, 2023", United States ,5,happy buyer,My favorite melatonin,Helps me fall asleep fast and stay asleep! My whole family uses this stuff and we love it.
" August 15, 2023", United States ,5,Amazon Customer,Satisfied Customer,"Everything all okay, keep up the good work."
" January 23, 2023", United States ,5,nemisis,Great sleep aid!,"First of all do not swallow tablet, place one tablet in mouth and let it melt. This is the 5mg tablet my doctor recommended, and he indicated not to take more than 1 tablet each time. I would suggest you contact your doctor if you think you need more than that. I like the fact Melatonin is naturally produced by the human body for sleep. So unless there are any added substances that could be considered harmful, Natrol's Melatonin seems to be safe. Again, for me, my doctor recommended no more than one tablet each time used."
" August 2, 2023", United States ,5,Mr. Stewart,Works Extremely Well!,"Love them! I don't use them often, but when I do, they come in clutch!"
" August 5, 2023", United States ,5,Julie Wineland,It works,The melatonin works great to take the edge off for my grandkids.
" August 7, 2023", United States ,5,cassia silva,A must for a good sleep!,"Perfect flavor, using it every night. Thanks"
" November 14, 2022", United States ,4,grannygeorge,Effective enough,"Bought this product to help me fall asleep faster as I stay up most of the night. They're fairly easy to swallow and have an alright flavor, like a vitamin. They work fine but not instantly or the most much. For severe night owls there may be something better but I'm not sure. But this product work well enough to go to sleep easily after a small amount of time. Worth the money if it works for you."
" June 29, 2023", United States ,5,vallyn henderson,"Glad they make this product, it definily helps getting to sleep",Once in awhile I even take 1 1/2 such good for the seniors
" June 30, 2023", United States ,5,EA,Great product,"Great flavor, dissolves easily and executes on helping me fall asleep quickly"
" January 13, 2024", United States ,5,Fixermun,Melt in your mouth sleep aid,"These melt in your mouth and are absorbed through the membranes in your mouth. I break them in half, and use as needed. The flavor is good."
" January 12, 2024", United States ,5,Jaime,Works great!,"I have a hard time sleeping so I take these pretty regularly. This was my second bottle. For me, it takes a while to kick in so I have to plan ahead and take it so I can be tired at the time I want to go to sleep. Its a good value and the tablets dissolve fast."
" January 11, 2024", United States ,1,Reader903,Didn’t work,First time trying melatonin and unfortunately didn’t work for me. It’s 3:13 am and I’m struggling to go to sleep. I did one dose before bed an another one 2 hours later. I’m so use awake.
" January 10, 2024", United States ,1,Amazon Customer,No SEAL,Unsafe to use supplements with no seal. Has been opened and could be contaminated
" January 10, 2024", United States ,3,william wimberly,Wears off early,"Puts me to sleep pretty quickly, but wears off after about 4 hours. Actually wakes me up when it does."
" January 10, 2024", United States ,5,TheSHABANIMAL,Natrol Melatonin 5mg: A Five-Star Sleep Upgrade That Surpasses Expectations,"Having been a loyal user of the NOW melatonin brand for over a decade, I was hesitant to switch, but trying Natrol Melatonin 5mg has been a revelation, earning it a well-deserved five-star rating.

From the first night, I noticed a significant improvement in the quality of my sleep – a peaceful and restful experience that I hadn't realized was missing. Initially skeptical, I attributed it to a possible fluke, but after consistently using Natrol Melatonin for two bottles now, I can confidently say it's no accident.

The effectiveness of Natrol Melatonin is consistent and reliable, making it an essential part of my nighttime routine. The transition from my previous brand has been seamless, and the positive impact on my sleep has been undeniable.

I wholeheartedly recommend the Natrol Melatonin 5mg to anyone seeking a reliable and effective sleep aid. It has surpassed my expectations, providing the serene and restorative sleep I've been longing for. In my book, it's a five-star game-changer!"
" January 6, 2024", United States ,4,Placeholder,Works like it should,Taste is okay no after effects
" January 6, 2024", United States ,5,Arlyn Almeida Aparicio,Sweet taste,Helps me sleep like a baby
" January 5, 2024", United States ,5,barbara,It helps me sleep,Sleeping
" January 5, 2024", United States ,5,Miriam D. Franklin,Melatonin,This always helps me fall asleep. It tastes good too
" January 4, 2024", United States ,5,Crystal S,better than others,"I originally purchased these because I wanted a dissolving pill that did not contain red-40 in the ingredients. I have found a few other brands that don't have red-40 but this one is the best tasting one I have tried so far. (it's a bit more expensive, but I think its worth it)"
" January 4, 2024", United States ,5,J Kaz,Works,5MG
" January 3, 2024", United States ,1,yellowboy,"The majority of the pills are broken into pieces. How do,you know how much you are taken.",Pills broken. Can’t tell what or how much you are taking. Supposed to be 200 tablets. I doubt 100. A believe a refund and new bottle should be sent
" December 30, 2023", United States ,1,Maro,I got the garbage instead of sleeping pills,"When I opened a bottle of pills, a small explosion occurred like a cracker, some dust, apparently part of the pills, flew out there, I do not want to use such tablets that explode"
" December 28, 2023", United States ,5,Pamela Teixeira,Sleeping,These work well
" December 28, 2023", United States ,5,Betty,Works like a charm!,I have tried many other brands and always come back to this one! Dissolve under tongue and feel sleepy around 25 minutes later. Tastes fine and I highly recommend. Side note… have had occasions where I needed to change course and stay awake and was able to push through without a ton of drowsiness. Conclusion when you start to feel sleepy shut it down and let it do its job.
" December 25, 2023", United States ,5,Sarah,Best sleep ever,"I slept like a baby. Great taste, they dissolve in your mouth so no swallowing pills. Brings a lot of them for the price!! Worth it!"
" December 22, 2023", United States ,1,Ricardo Tan Jr.,not working!,I have been using the brand Natrol for melatonin fix. this is a bust - totally does not work.
" December 20, 2023", United States ,1,Anon,Doesn't help me,I used as directed and saw no improvement for a little over a week. I even went up on the dosage by taking 2 and still saw no improvement. Still woke up in the night and could not go back to sleep. Still had trouble going to bed.
" December 16, 2023", United States ,5,JERELD MILLER,Melatonin,Love this dosage and flavor.
" December 15, 2023", United States ,5,Elizabeth A. Ruark,Effective,Came in great condition. Works well.
" December 14, 2023", United States ,5,Laurie,They do the trick!,Hubby didn't want to take sleep meds because he's taking plenty of meds already. His sleep specialist suggested using these instead and they've been working quite well.
" December 14, 2023", United States ,5,Denise Chechele,Easy to order,Seamless order and delivery - already knew the product is fantastic
" December 13, 2023", United States ,5,Jimena Gallegos,Natrol Melatonina 5 mg,Justo lo que pedí
" December 13, 2023", United States ,5,Beau & Megan Bergmann,Great product,"Good flavor, nice size"
" December 11, 2023", United States ,5,J. Foust,Best Melatonin I've tried!,"I've been taking these dissolvable melatonin tablets for about a year now and I love them! They dissolve fast and taste great. I usually take one about an hour before bedtime, and sleep so much better than I used to. I was a very restless sleeper that would sometimes take hours to fall asleep, but thanks to melatonin I fall asleep easily and get a good restful night's sleep. My one small issue with them is that I wake up a little groggier than usual, but I can usually shake that off after a few minutes."
" December 10, 2023", United States ,5,Kelly H Maise,Quanity & Price,I Have Forgotten Hiw Much I Missed These!! They Work Exceptionally Well!!
" December 10, 2023", United States ,5,Amazon Customer,great price,works like other melatonin and cost less than most melatonin
" December 9, 2023", United States ,2,lauren,Check expiration date before opening.,"I received this bottle of 200 melatonin tablets today, December 8, and they expire on March 31 of this upcoming year. How am I supposed to use 200 tablets in 112 days? Unfortunately I opened it before I noticed."
" December 7, 2023", United States ,1,Jose R Aragon Jr,CONTAINS XYLITOL!,"DO NOT GIVE TO DOGS! This product contains xylitol, in fact, it's the first listed ingredient. Found out the hard way."
" December 6, 2023", United States ,5,Ángela Murcia,Best one!,This is the best brand I’ve tried. I have one every night and it works pretty fast
" December 5, 2023", United States ,5,A. Mahgoub,Good Quality,good product ssolves easily
" December 2, 2023", United States ,5,Kate Maxwell,"Safe, Easy, Effective","The strawberry flavor, fast dissolving tablet is ideal for me. As a senior, it's vital that any sleep aid does not have side effects, as prescription meds may, that would put me at risk of falling when I need to get up to go to the bathroom in the middle of the night."
